,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home
27,3.784182305630027,1.1702412868632708,1.7225201072386058,2.883378016085791,1.3994638069705094,0.900804289544236,0.3230563002680965,1.0576407506702412,0.22654155495978553,0.4316353887399464,2.3847184986595176,1.6099195710455765,0.774798927613941,0.7372654155495979,3.7680965147453085
256,3.769815418023887,1.297502714440825,1.765472312703583,2.8349619978284473,1.4364820846905537,0.9348534201954397,0.3289902280130293,1.0694896851248643,0.23235613463626492,0.4777415852334419,2.402823018458198,1.5776330076004343,0.8251900108577633,0.739413680781759,3.8599348534201954
271,3.8096446700507616,1.3007614213197969,1.8248730964467006,2.9276649746192893,1.513959390862944,0.881979695431472,0.31091370558375636,1.131979695431472,0.24492385786802032,0.4885786802030457,2.366751269035533,1.5710659898477157,0.7956852791878173,0.7588832487309645,3.9606598984771573
387,2.9149377593360994,0.9294605809128631,1.3195020746887967,2.087136929460581,1.020746887966805,0.8278008298755186,0.2987551867219917,0.7925311203319502,0.17219917012448133,0.35477178423236516,1.7676348547717842,1.0975103734439835,0.6701244813278008,0.46265560165975106,2.9377593360995853
404,4.08955223880597,1.4285714285714286,1.9424307036247335,3.121535181236674,1.5874200426439233,0.9680170575692963,0.35501066098081024,1.1748400852878464,0.24307036247334754,0.5127931769722814,2.538379530916844,1.6982942430703625,0.8400852878464818,0.7995735607675906,4.2398720682302775
48,3.7068273092369477,0.9206827309236948,1.8684738955823292,2.6325301204819276,1.430722891566265,1.0742971887550201,0.43775100401606426,1.1877510040160641,0.14558232931726908,0.3714859437751004,2.107429718875502,1.5190763052208835,0.5883534136546185,0.6646586345381527,4.174698795180723
251,3.2155887230514097,0.7379767827529021,1.5754560530679933,2.30016583747927,1.2056384742951907,0.9154228855721394,0.36981757877280264,0.978441127694859,0.12769485903814262,0.3250414593698176,1.8225538971807629,1.3250414593698177,0.4975124378109453,0.5621890547263682,3.5207296849087895
348,3.8608414239482203,1.0186084142394822,1.9166666666666667,2.754854368932039,1.4741100323624596,1.1059870550161812,0.4425566343042071,1.1949838187702266,0.16909385113268607,0.38106796116504854,2.2144012944983817,1.5938511326860842,0.6205501618122977,0.6747572815533981,4.27588996763754
401,3.8569194683346364,1.0860046911649726,1.9390148553557467,2.7928068803752932,1.5089913995308835,1.0641125879593432,0.4300234558248632,1.2181391712275216,0.16497263487099295,0.37685691946833466,2.220484753713839,1.583268178264269,0.63721657544957,0.6763096168881939,4.308053166536356
413,4.025202520252026,1.1107110711071106,2.063006300630063,2.90999099909991,1.6102610261026102,1.1152115211521152,0.4527452745274527,1.3132313231323132,0.16741674167416742,0.38343834383438347,2.297029702970297,1.6615661566156616,0.6354635463546354,0.6912691269126913,4.578757875787579
14,3.940864960282436,1.150044130626655,1.968225948808473,2.8764342453662843,1.5516328331862312,1.0644307149161518,0.4165931156222418,1.2268314210061784,0.18270079435127978,0.37422771403353927,2.263901147396293,1.6001765225066196,0.6637246248896734,0.6954986760812003,4.353045013239188
260,3.2272024729520865,0.9327666151468316,1.5749613601236476,2.2496136012364762,1.1769706336939723,0.9775888717156105,0.3979907264296754,0.982225656877898,0.13060278207109738,0.34312210200927357,1.8400309119010818,1.295208655332303,0.544822256568779,0.5479134466769706,3.547913446676971
297,3.032710280373832,0.9813084112149533,1.3714953271028036,2.196261682242991,1.064252336448598,0.8364485981308412,0.3072429906542056,0.7838785046728972,0.18341121495327103,0.4053738317757009,1.844626168224299,1.1658878504672898,0.6787383177570093,0.5362149532710281,3.050233644859813
376,2.8756476683937824,0.9965457685664939,1.307426597582038,2.0449050086355784,1.0207253886010363,0.8307426597582038,0.2867012089810017,0.7633851468048359,0.18652849740932642,0.39723661485319517,1.7633851468048358,1.0915371329879102,0.6718480138169257,0.48013816925734026,2.901554404145078
